D:\Data\IMG\center_2020_12_31_20_49_50_027.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_027.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_027.jpg, 0, 0, 0, 8.132946E-05
D:\Data\IMG\center_2020_12_31_20_49_50_132.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_132.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_132.jpg, 0, 0, 0, 7.945559E-05
D:\Data\IMG\center_2020_12_31_20_49_50_237.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_237.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_237.jpg, 0, 0, 0, 7.824332E-05
D:\Data\IMG\center_2020_12_31_20_49_50_341.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_341.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_341.jpg, 0, 0, 0, 7.845338E-05
D:\Data\IMG\center_2020_12_31_20_49_50_444.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_444.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_444.jpg, 0, 0, 0, 7.877364E-05
D:\Data\IMG\center_2020_12_31_20_49_50_548.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_548.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_548.jpg, 0, 0, 0, 8.126105E-05
D:\Data\IMG\center_2020_12_31_20_49_50_652.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_652.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_652.jpg, 0, 0, 0, 7.881872E-05
D:\Data\IMG\center_2020_12_31_20_49_50_755.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_755.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_755.jpg, 0, 0, 0, 7.859846E-05
D:\Data\IMG\center_2020_12_31_20_49_50_857.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_857.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_857.jpg, 0, 0, 0, 7.832603E-05
D:\Data\IMG\center_2020_12_31_20_49_50_962.jpg, D:\Data\IMG\left_2020_12_31_20_49_50_962.jpg, D:\Data\IMG\right_2020_12_31_20_49_50_962.jpg, 0, 0, 0, 8.002325E-05
D:\Data\IMG\center_2020_12_31_20_49_51_065.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_065.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_065.jpg, 0, 0, 0, 7.796983E-05
D:\Data\IMG\center_2020_12_31_20_49_51_166.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_166.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_166.jpg, 0, 0, 0, 7.826598E-05
D:\Data\IMG\center_2020_12_31_20_49_51_269.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_269.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_269.jpg, 0, 0, 0, 7.833519E-05
D:\Data\IMG\center_2020_12_31_20_49_51_373.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_373.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_373.jpg, 0, 0.1147461, 0, 0.05629746
D:\Data\IMG\center_2020_12_31_20_49_51_478.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_478.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_478.jpg, 0, 0.4222803, 0, 0.3781002
D:\Data\IMG\center_2020_12_31_20_49_51_583.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_583.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_583.jpg, 0, 0.7110562, 0, 1.021185
D:\Data\IMG\center_2020_12_31_20_49_51_685.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_685.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_685.jpg, 0, 1, 0, 2.344306
D:\Data\IMG\center_2020_12_31_20_49_51_789.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_789.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_789.jpg, 0, 1, 0, 3.510299
D:\Data\IMG\center_2020_12_31_20_49_51_892.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_892.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_892.jpg, -0.159867, 1, 0, 4.679184
D:\Data\IMG\center_2020_12_31_20_49_51_996.jpg, D:\Data\IMG\left_2020_12_31_20_49_51_996.jpg, D:\Data\IMG\right_2020_12_31_20_49_51_996.jpg, -0.4567476, 1, 0, 5.805882
D:\Data\IMG\center_2020_12_31_20_49_52_096.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_096.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_096.jpg, -0.490055, 1, 0, 6.913272
D:\Data\IMG\center_2020_12_31_20_49_52_197.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_197.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_197.jpg, -0.2013548, 1, 0, 8.058838
D:\Data\IMG\center_2020_12_31_20_49_52_299.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_299.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_299.jpg, 0, 1, 0, 9.175168
D:\Data\IMG\center_2020_12_31_20_49_52_400.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_400.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_400.jpg, -0.0664557, 1, 0, 10.28887
D:\Data\IMG\center_2020_12_31_20_49_52_505.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_505.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_505.jpg, -0.3753786, 1, 0, 11.65736
D:\Data\IMG\center_2020_12_31_20_49_52_607.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_607.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_607.jpg, -0.06816088, 1, 0, 12.60081
D:\Data\IMG\center_2020_12_31_20_49_52_710.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_710.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_710.jpg, 0, 1, 0, 13.74024
D:\Data\IMG\center_2020_12_31_20_49_52_811.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_811.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_811.jpg, -0.2862849, 1, 0, 14.78662
D:\Data\IMG\center_2020_12_31_20_49_52_915.jpg, D:\Data\IMG\left_2020_12_31_20_49_52_915.jpg, D:\Data\IMG\right_2020_12_31_20_49_52_915.jpg, -0.2046038, 1, 0, 15.7222
D:\Data\IMG\center_2020_12_31_20_49_53_017.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_017.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_017.jpg, 0, 1, 0, 16.90285
D:\Data\IMG\center_2020_12_31_20_49_53_118.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_118.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_118.jpg, -0.2638047, 1, 0, 17.77381
D:\Data\IMG\center_2020_12_31_20_49_53_223.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_223.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_223.jpg, -0.2049909, 1, 0, 18.91445
D:\Data\IMG\center_2020_12_31_20_49_53_327.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_327.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_327.jpg, 0, 1, 0, 20.11188
D:\Data\IMG\center_2020_12_31_20_49_53_427.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_427.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_427.jpg, -0.2316378, 1, 0, 21.01354
D:\Data\IMG\center_2020_12_31_20_49_53_529.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_529.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_529.jpg, -0.1034433, 1, 0, 22.04294
D:\Data\IMG\center_2020_12_31_20_49_53_634.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_634.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_634.jpg, 0, 1, 0, 22.99193
D:\Data\IMG\center_2020_12_31_20_49_53_738.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_738.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_738.jpg, -0.2758347, 1, 0, 23.95747
D:\Data\IMG\center_2020_12_31_20_49_53_840.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_840.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_840.jpg, -0.1792122, 1, 0, 24.86651
D:\Data\IMG\center_2020_12_31_20_49_53_941.jpg, D:\Data\IMG\left_2020_12_31_20_49_53_941.jpg, D:\Data\IMG\right_2020_12_31_20_49_53_941.jpg, 0, 1, 0, 25.81924
D:\Data\IMG\center_2020_12_31_20_49_54_044.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_044.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_044.jpg, -0.2572863, 1, 0, 26.75127
D:\Data\IMG\center_2020_12_31_20_49_54_147.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_147.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_147.jpg, -0.1003947, 1, 0, 27.82748
D:\Data\IMG\center_2020_12_31_20_49_54_251.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_251.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_251.jpg, -0.0574551, 1, 0, 28.74936
D:\Data\IMG\center_2020_12_31_20_49_54_353.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_353.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_353.jpg, -0.3081933, 1, 0, 29.62644
D:\Data\IMG\center_2020_12_31_20_49_54_455.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_455.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_455.jpg, 0, 1, 0, 30.18842
D:\Data\IMG\center_2020_12_31_20_49_54_561.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_561.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_561.jpg, -0.1781784, 1, 0, 30.18626
D:\Data\IMG\center_2020_12_31_20_49_54_665.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_665.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_665.jpg, -0.2345595, 1, 0, 30.18793
D:\Data\IMG\center_2020_12_31_20_49_54_769.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_769.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_769.jpg, 0, 1, 0, 30.18806
D:\Data\IMG\center_2020_12_31_20_49_54_873.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_873.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_873.jpg, -0.2942274, 1, 0, 30.17588
D:\Data\IMG\center_2020_12_31_20_49_54_977.jpg, D:\Data\IMG\left_2020_12_31_20_49_54_977.jpg, D:\Data\IMG\right_2020_12_31_20_49_54_977.jpg, -0.0226962, 1, 0, 30.19039
D:\Data\IMG\center_2020_12_31_20_49_55_080.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_080.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_080.jpg, 0, 1, 0, 30.18998
D:\Data\IMG\center_2020_12_31_20_49_55_180.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_180.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_180.jpg, -0.2631636, 1, 0, 30.17599
D:\Data\IMG\center_2020_12_31_20_49_55_283.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_283.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_283.jpg, -0.4056681, 1, 0, 30.16665
D:\Data\IMG\center_2020_12_31_20_49_55_385.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_385.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_385.jpg, -0.05757902, 1, 0, 30.1906
D:\Data\IMG\center_2020_12_31_20_49_55_487.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_487.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_487.jpg, 0, 1, 0, 30.18958
D:\Data\IMG\center_2020_12_31_20_49_55_591.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_591.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_591.jpg, 0, 1, 0, 30.19023
D:\Data\IMG\center_2020_12_31_20_49_55_696.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_696.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_696.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_49_55_803.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_803.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_803.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_49_55_908.jpg, D:\Data\IMG\left_2020_12_31_20_49_55_908.jpg, D:\Data\IMG\right_2020_12_31_20_49_55_908.jpg, 0, 1, 0, 30.18991
D:\Data\IMG\center_2020_12_31_20_49_56_012.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_012.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_012.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_12_31_20_49_56_115.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_115.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_115.jpg, 0, 1, 0, 30.18958
D:\Data\IMG\center_2020_12_31_20_49_56_217.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_217.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_217.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_49_56_318.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_318.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_318.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_49_56_424.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_424.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_424.jpg, 0, 1, 0, 30.19022
D:\Data\IMG\center_2020_12_31_20_49_56_527.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_527.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_527.jpg, 0, 1, 0, 30.19027
D:\Data\IMG\center_2020_12_31_20_49_56_628.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_628.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_628.jpg, -0.0980943, 1, 0, 30.18768
D:\Data\IMG\center_2020_12_31_20_49_56_728.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_728.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_728.jpg, -0.2114061, 1, 0, 30.18407
D:\Data\IMG\center_2020_12_31_20_49_56_833.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_833.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_833.jpg, 0, 1, 0, 30.18913
D:\Data\IMG\center_2020_12_31_20_49_56_937.jpg, D:\Data\IMG\left_2020_12_31_20_49_56_937.jpg, D:\Data\IMG\right_2020_12_31_20_49_56_937.jpg, 0, 1, 0, 30.18966
D:\Data\IMG\center_2020_12_31_20_49_57_039.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_039.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_039.jpg, 0, 1, 0, 30.18987
D:\Data\IMG\center_2020_12_31_20_49_57_144.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_144.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_144.jpg, -0.0184101, 1, 0, 30.1902
D:\Data\IMG\center_2020_12_31_20_49_57_250.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_250.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_250.jpg, -0.3908835, 1, 0, 30.15601
D:\Data\IMG\center_2020_12_31_20_49_57_351.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_351.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_351.jpg, -0.08875887, 1, 0, 30.19158
D:\Data\IMG\center_2020_12_31_20_49_57_457.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_457.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_457.jpg, 0, 1, 0, 30.18942
D:\Data\IMG\center_2020_12_31_20_49_57_559.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_559.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_559.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_12_31_20_49_57_665.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_665.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_665.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_12_31_20_49_57_771.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_771.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_771.jpg, 0, 1, 0, 30.1907
